Path,Text,Person_Voice,Mfcc_Fratures
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_10.wav,"Whenever we'd show the system off to someone, we'd show the hard part, which was the agglomeration of financial services, which was quite difficult to put together. Nobody was interested. Then we'd show people email payments, which was actually quite easy, and everybody was interested. So I think it's important to take feedback from your environment. It you want to be as closed loop as possible.",musk-original,"[-3.2388284e+02  1.7609723e+02 -2.4976952e+01  2.8619884e+01
  1.2721863e+01 -6.9883766e+00 -5.3401728e+00 -2.3450949e+01
 -1.2741789e+01 -8.4571209e+00 -2.0547714e+00  1.9486120e+00
 -4.4361830e-01  2.2873874e-01 -4.5035844e+00  4.7572570e+00
  2.4899862e+00 -6.5542727e+00  3.2323131e-01 -2.1821191e+00
 -5.1016898e+00 -3.4683464e+00 -2.9381056e+00 -2.7933636e+00
 -4.2050462e+00 -1.4052455e+00 -1.4964279e+00 -1.6176119e+00
 -1.9163176e+00 -2.3298533e+00  1.8169007e+00 -8.0912077e-01
 -1.1130482e+00  1.6801448e+00 -5.3217506e-01  5.8401489e-01
  9.5491678e-02 -2.0719293e-01  4.1039312e-01 -1.5079095e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_11.wav,"So we focused on email payments and really try to make that work, and that's what really got things to take off. But if we hadn't responded to what people said, then we probably would not have been successful. So it's important to look for things like that and focus on them when you see them and correct your prior assumptions. And then the going from PayPal.",musk-original,"[-3.38197723e+02  1.80945404e+02 -2.20972404e+01  2.26035805e+01
  1.26611185e+01 -6.93134260e+00 -5.74055195e+00 -2.21543808e+01
 -1.15412016e+01 -6.73256254e+00 -4.04268456e+00  8.03658962e-01
  2.88207948e-01 -1.86448008e-01 -4.54529667e+00  3.13094544e+00
  1.79244041e+00 -6.32499075e+00 -7.29465783e-02 -2.01285291e+00
 -5.92467308e+00 -3.53271484e+00 -2.87885785e+00 -3.33715224e+00
 -3.37464023e+00 -1.06785095e+00 -2.35929704e+00 -2.53855181e+00
 -1.32589459e+00 -1.98925126e+00  5.06038487e-01 -8.95533502e-01
 -1.24208605e+00  1.29175365e+00 -6.28192723e-01 -1.15175985e-01
  2.86816329e-01 -4.83984560e-01  3.12909484e-01 -7.45473623e-01]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_12.wav,"Thought, well, what are some of the other problems that are likely to most affect the future of humanity? It really wasn't from the perspective of what's the rank ordered best way to make money, which is okay, but what I think is going to most affect the future of humanity. I think the biggest terrestrial problem we've got is sustainable energy, but the production.",musk-original,"[-3.3402222e+02  1.7865565e+02 -1.7143864e+01  2.5973412e+01
  1.3295025e+01 -8.4891710e+00 -5.3245330e+00 -2.1142273e+01
 -1.2945077e+01 -7.8221765e+00 -3.3315361e+00  1.9982494e+00
  1.0313912e-01 -7.8113800e-01 -3.4243860e+00  4.5023408e+00
  2.0859330e+00 -5.7999735e+00  1.9676571e+00 -1.7949285e-01
 -6.1885052e+00 -3.2974949e+00 -1.9037318e+00 -3.7017298e+00
 -3.9730814e+00 -1.4977931e+00 -2.3254893e+00 -2.1827710e+00
 -2.0790577e+00 -2.3640234e+00  1.1204649e+00 -7.6115996e-01
 -1.2354940e+00  1.1874743e+00 -7.6343232e-01  1.5132596e-01
  1.5766209e-01 -1.0916052e+00 -4.7608456e-01 -1.4343938e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_13.wav,"And consumption of energy in a sustainable manner. If we don't solve that this century, we're in deep trouble. And then the other one being the extension of life beyond Earth to make life multiplanetary. So the latter is the basis for SpaceX and the former is the basis for Tesla and Solarcity. I and when I started spacex,",musk-original,"[-3.2838928e+02  1.7462645e+02 -1.8862474e+01  3.0206692e+01
  1.0548443e+01 -8.0888433e+00 -8.4836025e+00 -2.5107479e+01
 -1.0810308e+01 -8.5657730e+00 -2.3261344e+00  2.7627149e+00
 -1.9626381e+00 -9.5209616e-01 -3.3071115e+00  5.0977192e+00
  1.3624822e+00 -6.4226084e+00  2.5070570e+00 -1.6899883e+00
 -7.1740026e+00 -3.3955448e+00 -2.3573265e+00 -4.6544752e+00
 -4.5438313e+00 -6.6217059e-01 -2.5778031e+00 -2.3923554e+00
 -1.7419317e+00 -2.3901823e+00  1.8745427e+00 -6.4038867e-01
 -1.0044668e+00  2.3061004e+00  2.0724883e-02  3.5897297e-01
  9.0993069e-02 -2.6562491e-01 -2.2585894e-01 -1.8943324e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_14.wav,"Initially, I thought that, well, there's no way one could possibly start a rocket company. I wasn't that crazy. But then I thought, well, what is a way to increase NASA's budget? That was actually my initial goal. So I thought, well, if we can do a low cost mission to mars, something called mars oasis, which would land seeds with seized and dehydrated nutrient gel, and you hydrate them upon landing, and then you'd have.",musk-original,"[-3.2672092e+02  1.7588243e+02 -1.9966166e+01  2.4884106e+01
  1.0850325e+01 -1.0014461e+01 -6.8831229e+00 -2.3659645e+01
 -1.3065029e+01 -6.9118304e+00 -4.0034652e+00  9.1320008e-01
  2.3224209e-02 -5.2339303e-01 -3.7948024e+00  3.7796748e+00
  1.3318036e+00 -6.1885414e+00  1.8764838e+00 -2.4083957e-01
 -5.8632174e+00 -3.0480390e+00 -1.8273536e+00 -3.8540447e+00
 -3.9273365e+00 -7.5076324e-01 -2.7523749e+00 -3.0203426e+00
 -1.3995286e+00 -1.8266850e+00  1.1949145e+00 -5.0975502e-01
 -9.5278144e-01  2.0324283e+00 -1.4150481e-01 -9.8427637e-03
  3.8332358e-01 -5.1896465e-01 -2.4766484e-01 -1.0688485e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_15.wav,"Have this great sort of money shot of green plants on a red background, and the public tends to respond to precedents and superlatives. And this would be the first life on Mars, the furthest that life's ever traveled, as far as we know. And I thought, well, that would get people really excited and therefore increase NASA's budget. So obviously, actual outcome from such a mission would probably be zero. So anything better than that was.",musk-original,"[-3.1786621e+02  1.7832828e+02 -2.6584490e+01  2.4672794e+01
  9.4473867e+00 -9.7761574e+00 -7.4525089e+00 -2.5288404e+01
 -1.3714872e+01 -8.6921768e+00 -3.4744620e-01  4.8852496e+00
 -1.0210443e+00 -2.4829154e-01 -3.0380995e+00  4.1706705e+00
  1.8148469e+00 -6.6635408e+00  1.1232077e+00 -6.4002526e-01
 -5.6903687e+00 -3.2092171e+00 -1.7577528e+00 -3.9107156e+00
 -5.0425539e+00 -1.3851668e+00 -2.3796844e+00 -2.0011504e+00
 -1.4009303e+00 -2.0986204e+00  2.4608879e+00 -1.5443014e-01
 -1.2673705e+00  2.2430556e+00  7.8111261e-02  4.5612919e-01
  4.0059885e-01 -1.3650109e-01  7.9826780e-02 -1.4475535e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_16.wav,"On the upside. So I went to Russia three times to look at buying a refurbished ICBM because that was the best deal. And I can tell you, it was very weird going there in late 2001, 2002, going to the russian rock forces and saying, I'd like to buy two of your biggest rockets, but you can keep.",musk-original,"[-3.13825867e+02  1.80063126e+02 -3.13952141e+01  2.64171734e+01
  8.58927917e+00 -1.09333935e+01 -7.70857906e+00 -2.66909657e+01
 -1.23844471e+01 -5.47100401e+00 -2.24089533e-01  2.25862217e+00
 -5.28435886e-01  1.31298828e+00 -4.61196756e+00  1.98499560e+00
 -1.85357258e-01 -6.46377945e+00  1.84678280e+00 -2.46151280e+00
 -5.61662340e+00 -3.34093213e+00 -3.54498315e+00 -3.05159760e+00
 -4.37477350e+00 -1.53668010e+00 -1.62387562e+00 -1.93859899e+00
 -1.01603627e+00 -1.90923595e+00  1.39763141e+00 -9.51066017e-02
 -6.10517502e-01  1.58771598e+00 -2.30825827e-01  9.92161810e-01
 -5.68396859e-02 -8.61703515e-01  7.42150098e-02 -1.56078172e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_17.wav,"The nuke. That's a lot more. And that was ten years ago? I guess so. They thought I was crazy, but I did have money, so that was okay. And after making several trips to Russia, I came to the conclusion that that actually, my initial impression was wrong about.",musk-original,"[-3.2267798e+02  1.8389745e+02 -3.1884224e+01  2.3104933e+01
  9.2754869e+00 -1.4360184e+01 -1.0168055e+01 -2.5811316e+01
 -1.3286102e+01 -5.7860689e+00  4.5215318e-01  3.3352573e+00
 -8.8800144e-01  9.0563500e-01 -2.7745051e+00  2.8623443e+00
 -2.4148744e-01 -7.1760488e+00  1.3546182e+00 -2.1298943e+00
 -6.1775274e+00 -3.0449207e+00 -3.3968933e+00 -3.4979618e+00
 -3.4433670e+00 -1.1862636e+00 -1.9612198e+00 -1.9524096e+00
 -1.1848458e+00 -2.1121128e+00  1.4344419e+00 -1.5387826e-01
 -1.3180029e+00  1.2241415e+00 -5.0343430e-01  5.5675799e-01
  7.0278281e-01 -1.5604426e-01 -6.0340716e-04 -1.6074147e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_18.wav,"Up because my initial thought was, well, that there's not enough will to explore and expand beyond earth and have a Mars base and that kind of thing. But I came conclusion that that was wrong. In fact, there's plenty of will, particularly in the United States, because the United States is a nation of explorers, of people who came here from other parts of the world. I think the United States really a distillation of the spirit of human exploration. So.",musk-original,"[-3.2713986e+02  1.7637701e+02 -2.0259983e+01  2.8477396e+01
  1.1520335e+01 -9.3331270e+00 -8.9941044e+00 -2.5303795e+01
 -1.2152218e+01 -1.0375960e+01 -5.7821116e+00  1.4462953e+00
 -1.1799055e+00 -1.3559413e-01 -3.0256345e+00  4.4381695e+00
  1.7923495e+00 -6.4836812e+00  2.2084391e+00 -3.2327175e-01
 -6.5237217e+00 -3.8428404e+00 -2.6072092e+00 -3.8711021e+00
 -4.2822037e+00 -2.1544137e+00 -3.0563259e+00 -1.9454019e+00
 -1.9803505e+00 -2.5504675e+00  2.1959891e+00 -1.4963725e-01
 -9.3337125e-01  1.6235582e+00 -8.4673846e-01  4.0598583e-01
  2.7523381e-01 -6.8284506e-01 -9.7296096e-02 -1.9324567e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_19.wav,"But if people think it's impossible or it's going to completely break the federal budget, then they're not going to do it. So after my third trip, I said, okay, what we really need to do here is try to solve the space transport problem. And started SpaceX. And this was against the advice of pretty much everyone I talked to. But one friend made me sit down and watch a bunch of videos of rockets blowing up.",musk-original,"[-3.3054578e+02  1.8309019e+02 -2.3947346e+01  2.4997225e+01
  1.1306191e+01 -9.1020412e+00 -7.3576093e+00 -2.4723564e+01
 -1.1972403e+01 -6.9586573e+00 -3.4751196e+00  2.0449505e+00
 -6.0993677e-01 -1.1537169e+00 -3.6818907e+00  3.8461282e+00
  1.1817101e+00 -6.3988523e+00  9.6236283e-01 -8.4559786e-01
 -5.6386304e+00 -4.2505565e+00 -3.0690348e+00 -3.8910675e+00
 -4.8108468e+00 -1.7854849e+00 -2.0844696e+00 -1.7331104e+00
 -1.7184538e+00 -2.5284271e+00  1.6906544e+00 -1.5753868e-01
 -1.1445690e+00  1.5558043e+00 -2.2587356e-01  5.2967739e-01
  6.5811855e-01 -1.3473862e-01 -1.7853098e-01 -1.3930869e+00]"
D:\Capstone\VoiceDatasets\Output\Noise removed\musk-original\segment_20.wav,"It. Let me tell you, he wasn't far wrong. It was tough going there in the beginning because I'd never built anything physical. I mean, I'd built, like, little model rockets as a kid and that kind of thing, but I'd never had a company that built anything physical, so I had to kind of figure out how to do all these things and bring together the right team of people, and. And so we did all that and. And then failed three times.",musk-original,"[-3.22539856e+02  1.83332581e+02 -2.44565296e+01  2.48471909e+01
  1.54092655e+01 -1.04757986e+01 -8.82665825e+00 -2.33252106e+01
 -1.16696529e+01 -4.29917383e+00 -2.91720009e+00  3.21128547e-01
  6.32189363e-02 -4.39939052e-01 -2.90776515e+00  5.25427008e+00
  1.01348388e+00 -7.63203716e+00  1.11964190e+00 -8.68774712e-01
 -6.24805164e+00 -3.59710383e+00 -3.41540265e+00 -3.92458010e+00
 -3.38412356e+00 -1.85612178e+00 -2.45316672e+00 -1.96386528e+00
 -1.75903571e+00 -1.75921571e+00  1.60832477e+00 -7.19444826e-02
 -5.76560616e-01  1.43523240e+00  1.53948754e-01  1.14850700e+00
  2.52213299e-01 -4.39918578e-01  1.30454779e-01 -1.61288011e+00]"
